店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
老狼大盘鸡(十里铺店),41404459,豫菜,老狼大盘鸡,929289,http://p0.meituan.net/poi/580dc8623c6d7785f527c999dc1d1f4e17075.png,3.7,23,76,郑东新区东建材,166,34.749277,113.73011,金水区商都路与十里铺街交叉口向北200米路东,,,免费提供10个停车位,双人餐76元，3-4人餐96元，4-5人餐139元，6人餐168元;,周一至周日 11:00-14:30 17:30-23:00,13663001618/15346585666,16752,老狼大盘鸡饭店源于新疆库尔勒老狼辣子鸡演变而成，采用上等三黄鸡和十多种大料，另配有多种清热去火名贵药材小火煨制而成，味型独特，香辣味浓，麻的过瘾，辣的享受，选料精细，配方讲究，中药配比，不易上火，老少皆宜。,,False,1,0,16752,True,False
佳客来西餐厅(金霖商厦店),50838577,西餐,,0,,4.8,41,39,市人民医院,3251,34.53623,113.38715,新密市东大街与农业路交叉口西南角金霖商厦二楼,,,,单人餐39元起，双人餐96元起，3人餐149元;,周一至周日 10:00-22:00,0371-69993077,16743,,,False,1,68,16743,True,False
傣妹火锅(无限城店),113351036,云南火锅,傣妹火锅,24993,http://p0.meituan.net/poi/803681af16c4210dbe8d2f3bf24523a873529.png,5,34,82,火车站/二七广场,167,34.749193,113.666314,二七区德化步行街无限城4楼西侧,4,"1353,1352,",,双人餐82元，3-4人餐139元，5-7人餐186元，8-10人餐259.9元;91.9代100元;,周一至周日 10:00-22:30,0371-63210755/15378778963,16746,,,False,0,131,16746,True,False
傻子张大盘鸡(未来路店),5444137,新疆菜,傻子张大盘鸡,1653316,http://p1.meituan.net/poi/ac27d37e5a98fbc5160cdd02f0de4e5422480.png,4.1,33,65,福都生活广场,168,34.721441,113.706293,管城回族区未来路航海路交叉口向北20米路东（航海路未来路交口东北角）,,,,2-3人餐65元，3-4人餐75元，4-5人餐112元，6人餐168元;,周一至周日 11:00-14:30 17:00-23:00  非营业时段 2018-02-12至2018-02-23 全天,15803843241,16676,傻子张大盘鸡采用上等三黄鸡和十多种大料，另配有多种清热去火名贵药材小火煨制而成，味型独特，香辣味浓，麻的过瘾，辣的享受，选料精细，配方讲究，中药配比，不易上火，老少皆宜,,False,1,20,16676,False,False
深泉焖罐(熙地港店),152369272,豫菜,,0,,4.3,61,88,熙地港/王府井,166,34.784837,113.717123,金水区众意西路熙地港4楼南,4,,,双人餐118元;88代100元;,周一至周日 09:00-21:00,0371-65661818,16656,,,False,1,205,16656,False,False
华莱士(回郭餐厅店),4035246,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.3,16,3.99,回郭镇,3252,34.68045,112.87071,巩义市回郭镇开发区农业银行隔壁,,,,3.9元台式鸡排，3.9元香辣孜然鸡柳，11.9元香辣鸡排堡套餐，15元香辣鸡排堡，15元香辣鸡排堡套餐，19.9元蜜汁手扒鸡套餐，20元超值套餐，26.9元新品优享套餐，29.8元缤纷多肉桶;,周一至周日 09:00-21:30,0371-64239080,16633,华莱士食品有限公司成立于2001年，总部位于福建省福州市，是中国民族西式快餐行业的领先者，持续致力于打造一流的食品服务和供应平台。 2001年1月，华莱士创始人“华氏兄弟”创建了**家餐厅——福州师大餐厅；十多年来，华莱士不断壮大，已发展为目前中国本土**的食品服务企业。截至目前，先后在全国27个省市区开设连锁餐厅，服务顾客3亿人次。 华莱士倡导绿色、环保、健康的服务理念，公司旗下的各款产品，美味与品质兼具，时尚与创意领先，深受广大消费者青睐。公司总部拥有强大的管理体系和丰富的市场营运经验，在管理模式上，公司通过流程化的营运平台，集产品开发、生产、销售、联合供应为一体，引进西方的餐饮技术结合中式管理模式，使其更符合中国市场的需求。联合百事公司、雀巢公司、利华公司、泰森公司等国内外知名品牌供应商，打造高质量、高标准、规范化的连锁统一管理，对食品服务各环节进行全程管控；公司文化上，华莱士尊崇“简单&分享”的企业理念，倡导有效工作，轻松生活，简单为人。整洁的就餐环境，便携的产品组合，简洁的形象包装，大众化的食品定价是华莱士人践行环保、厉行简约、乐于分享的一贯倡举；公司通过员工合作联营的模式，将成果与员工分享，真正让员工成为公司的股东，最终实现企业品牌价值的可持续、内生式发展势头。 让顾客满意，是我们永恒的追求；顾客的肯定，是我们不懈的动力！ 分享成就未来！公司秉持“简单&分享”的企业理念，本着便捷、亲和、周到的服务宗旨，致力于 “让平凡人吃得更好”的神圣使命！华莱士正努力朝着百城万店的宏图蓝图全力迈进，真正实现“有华人的地方就有华莱士”的美好愿景。,,False,1,94,16633,True,False
渔翁乐烤全鱼(经北四路店),96374943,烤鱼,,0,,4.4,30,69.8,经开区,168,34.729662,113.762274,管城回族区经北四路海馨苑小区704号,,,,双人餐69.8元，2-3人餐118元，2-3人餐129元;88代100元;,周一至周日 10:30-14:00 17:00-22:00,0371-55329177,16622,,,False,1,69,16622,True,False
天堂鸟水煮鱼(纬五路店),886809,川菜,天堂鸟酒店,400087,,4.4,58,88,建文新世界,166,34.772133,113.672574,金水区纬五路与经七路交叉口东北角,,"4530,",免费停车,2-3人餐128元;88代100元;,周一至周日 10:00-14:30 17:00-21:30,0371-68265888,16583,河南天堂鸟饮食管理有限公司前身为“天堂鸟食屋”，成立于1998年7月18日。经过十余年的潜心经营，如今的天堂鸟已成为拥有经营面积6000余平方，员工近300人的大型餐饮企业。十数年间从无到有，从仅仅80平方的食屋到今天拥有一家管理公司和两家大型直营酒店、一家大型时尚火锅店和一家中央厨房的餐饮连锁企业。天堂鸟人依靠自己的不懈努力和勇于打拼的精神，铸就了今日的辉煌。凤凰路店位于中国郑州市城东路与凤凰路交叉口东北角，酒店拥有营业面积近3000平方。一楼与三楼有两个不同风格的大厅，二楼15个包间，三楼6个包间。其中，能一次性容纳40余人同时就餐的包间2个；20人同时就餐的包间6个；整个酒店上下三层可容纳近700人同时就餐。能为不同层次的客人提供满意服务的就餐场所。 酒店一直提倡贵宾享受、工薪消费的服务理念，在郑州拥有了大批忠实的消费群体。纬五路店，2006年10月，在郑州最为繁华的行政中心区域，一家装修精致的大型中餐厅盛装亮相。她的一出生就注定了是大手笔、是气宇非凡。位于郑州市纬五路与经七路交叉口，总营业面积2000余平方。简约大方的装修风格，在感受品味的同时又不含丝毫雍容华贵，它恰似一个大家闺秀俊秀大方又气宇非凡。一楼大厅经营面积1000多平方，可供220人同时就餐。全落地的玻璃透窗式设计，让您的视野在华灯初上时，把这个城市的美丽与繁华尽收眼底。这里文化与服务无处不在，随处可见的中国红深润着中国古老的传统文化，一种厚重感同时也彰显在内外之间。二楼特设多功能厅一个，可容乃80余人同时就餐，独有的空间格局及舞台式设计。二楼设15个包间，其中两个16人台独立包间，可容纳16-20人就餐包间四个，九个10人包。整个酒店上下两层可供500多人同时就餐。琉璃灯光、个性画幅这些时尚元素随处可见，这里是古典与现代的优质结合。玻璃、幔布之后的这里会带给您宁静的心情，你可静观这个城市却又不受丝毫打扰。,,False,1,7,16583,True,False
白石的深夜食堂(大上海店),165735139,日本菜,,0,,5,87,89,大上海城,168,34.756568,113.669371,管城回族区二七路大上海城二楼,2,"1354,1353,",,双人餐145元;89代100元;,周一至周日 11:00-14:30 17:30-23:30,13203737275,16604,,,False,0,311,16604,False,False
华莱士(丰庆餐厅店),1094486,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.4,17,3.99,普罗旺世/庙李,166,34.823015,113.64871,金水区丰庆路与宏达路交叉口,,,,3.9元台式鸡排，3.9元香辣孜然鸡柳，11.9元香辣鸡排堡套餐，15元香辣鸡排堡，15元香辣鸡排堡套餐，19.9元蜜汁手扒鸡套餐，20元超值套餐，26.9元新品优享套餐，29.8元缤纷多肉桶;,周一至周日 08:00-22:30,0371-55951633,16579,华莱士食品有限公司成立于2001年，总部位于福建省福州市，是中国民族西式快餐行业的领先者，持续致力于打造一流的食品服务和供应平台。 2001年1月，华莱士创始人“华氏兄弟”创建了**家餐厅——福州师大餐厅；十多年来，华莱士不断壮大，已发展为目前中国本土**的食品服务企业。截至目前，先后在全国27个省市区开设连锁餐厅，服务顾客3亿人次。 华莱士倡导绿色、环保、健康的服务理念，公司旗下的各款产品，美味与品质兼具，时尚与创意领先，深受广大消费者青睐。公司总部拥有强大的管理体系和丰富的市场营运经验，在管理模式上，公司通过流程化的营运平台，集产品开发、生产、销售、联合供应为一体，引进西方的餐饮技术结合中式管理模式，使其更符合中国市场的需求。联合百事公司、雀巢公司、利华公司、泰森公司等国内外知名品牌供应商，打造高质量、高标准、规范化的连锁统一管理，对食品服务各环节进行全程管控；公司文化上，华莱士尊崇“简单&分享”的企业理念，倡导有效工作，轻松生活，简单为人。整洁的就餐环境，便携的产品组合，简洁的形象包装，大众化的食品定价是华莱士人践行环保、厉行简约、乐于分享的一贯倡举；公司通过员工合作联营的模式，将成果与员工分享，真正让员工成为公司的股东，最终实现企业品牌价值的可持续、内生式发展势头。 让顾客满意，是我们永恒的追求；顾客的肯定，是我们不懈的动力！ 分享成就未来！公司秉持“简单&分享”的企业理念，本着便捷、亲和、周到的服务宗旨，致力于 “让平凡人吃得更好”的神圣使命！华莱士正努力朝着百城万店的宏图蓝图全力迈进，真正实现“有华人的地方就有华莱士”的美好愿景。,,False,1,280,16579,True,False
王婆大虾(象湖店),160469786,特色火锅,王婆大虾,796533,http://p1.meituan.net/poi/f6e746a648faa1a04ea79f0bc9058ede56012.png,3.6,33,88,刘集镇,3254,34.773681,113.85702,中牟县郑开大道与康庄路西南角保险大厦,,,,双人餐88元，4人餐109元起，6人餐198元;88代100元;,周一至周日 10:00-22:00,0371-55392816,16550,,,False,1,116,16550,True,False
韩国年糕火锅料理,117209295,韩式火锅,,0,,5,24,12.9,星月时代广场,3252,34.754466,112.984894,巩义市新兴路星月后排东（豪享来南50米）,,,,单人餐12.9元起，双人餐56元，4-5人餐95元，4-5人餐116元;88代100元;,周一至周日 10:00-22:00,15055559139,16556,,,False,0,153,16556,False,False
卡吉诺面包房(北环文化店),1097862,蛋糕,卡吉诺,289778,http://p1.meituan.net/poi/e31285f08e3022f4942985062d442c0a75674.png,4.5,31,108,陈寨/张家村,166,34.811804,113.664737,金水区北环路与文化路交叉口向北100米路东(近北环路),,,,6吋缤果热恋稀奶油蛋糕108元，118元蛋糕2选1，水果布拉格138元;,周一至周日 07:30-21:30,0371-63396739,16516,卡吉诺成立于2002年，至今已有十年历史，现拥有17家连锁店。卡吉诺一直致力于打造消费者信赖的饼店，打造现烤烘焙领先品牌。每一个经营店面均采用全套专业烘焙设备，配备专业技师，现做现烤，以保证产品新鲜。甄选优质原料，缔造健康时尚潮流蛋糕。自然、纯净、无添加是卡吉诺面包房的期望。 低糖、低油、低纳、高纤维是卡吉诺面包房的坚持对食材的要求，不曾妥协，严选食材与用心制作的每份食品只为分享的幸福滋味，卡吉诺会一路相伴,,False,1,21,16516,False,False
白总管藤椒豆花鸡(一天地店),159875360,川菜,,0,,5,39,85,郑东新区CBD,166,34.76737,113.72361,金水区商务外环路丹尼斯1天地商场3楼,3,"1358,1357,",,双人餐99元起，3-4人餐179元;85代100元;,周一至周日 11:00-21:00,0371-55000095,16523,,,False,1,187,16523,False,False
三洋蛋糕(东明路城北路),2185888,蛋糕,三洋蛋糕,108771,,5,43,15.8,紫荆山公园,166,34.755211,113.695104,金水区东明路与城北路交叉口向西500米路南（近鑫达小区）,,,,每满100减10（买单立享）;6英寸简约版奶油蛋糕58元，乳脂蛋糕78元，8寸儿童乳脂蛋糕78元，8寸进口乳脂奶油双层夹心78元，动物奶油蛋糕85元，6英寸动物奶油蛋糕85元，12英寸欧式水果蛋糕88元，女神皇冠88元，8寸艺术蛋糕89元，8寸+6寸乳脂蛋糕96元，乳脂蛋糕98元，10寸进口淡奶油双层夹心98元，8寸欧式水果蛋糕98.6元，小汽车蛋糕99元，创意蛋糕108元，8寸多拼慕斯蛋糕118元，8+6寸乳脂奶油蛋糕118...;15.8代20元;,周一至周日 08:00-22:00  2019-02-01至2019-02-12 休息,13526487384,16483,三洋蛋糕位于管城区东明路与城北路交叉口向西500米路南，在这里，可以让您品尝到最美味的蛋糕，与您一起相约在三洋蛋糕~,,False,1,21,16483,True,False
川秀麻辣香锅,61587845,干锅/香锅,,0,,5,17,21.6,陈寨/张家村,166,34.811048,113.665849,金水区文化北路与北三环东北角一品美食汇内,,,,单人餐21.6元，双人餐34.8元，4-5人餐68元;39代50元;,周一至周日 09:30-21:00,18135781171,16482,,,False,1,60,16482,True,False
奥斯卡西餐厅,62831914,西餐,,0,,5,46,16.8,荥阳市政府,3253,34.788063,113.386417,荥阳市索河路与万山路交叉口东北角，建业百货5楼,5,,免费提供10个停车位,16.8元冰淇淋一份，27元养生茶一份，双人餐116元起;,周一至周日 10:30-22:00,0371-64757555,16472,,,False,0,1,16472,True,False
豪味家牛排咖啡(惠济万达店),119611207,牛排,,0,,5,50,19.9,北大学城,169,34.868761,113.637896,惠济区惠济万达广场5026商铺（文化路与开元路交叉口向西300米路北）,5,,,单人餐19.9元起，双人餐143元，3人餐179元;85代100元;,周一至周日 11:00-21:30,0371-63686597,16446,,,False,0,152,16446,False,False
五谷渔粉(畜牧路店),95289986,米粉,五谷渔粉,1871137,http://p1.meituan.net/poi/e271fba5e5fc88d13cc8ec655d63913670270.png,4.8,10,15.8,省电视台,166,34.800154,113.684214,金水区花园路与畜牧路交叉口向东200米路南,,"4516,4522,",,15.8元优质单人套餐，28.8元精品双人餐;,春季、冬季 周一至周日 10:30-21:30  夏季、秋季 周一至周日 10:30-14:30 18:00-21:30  非营业时段 2018-02-09至2018-02-26 全天,15617509062,16407,,,False,1,0,16407,True,False
佳客来牛排专家(中牟店),4017857,牛排,佳客来,204252,http://p1.meituan.net/poi/08c88b324bb987790e6c5c74e8a6298b18355.png,3.6,49,56,潘安公园,3254,34.714322,114.015328,中牟县建设路与东风路交叉口向北100米路西,,,,单人餐56元起，双人餐109元起，3人餐159元;,周一至周日 09:00-22:00,0371-60216607,16384,佳客来首家店于1998年1月8日在福州建立，迄今为止，在全国五十多个大中城市开设了近百家连锁餐厅，每年为超过1800万的忠实顾客服务，是国内规模巨大、发展迅速的餐饮连锁品牌之一。,,False,1,63,16384,True,False
